key,durations
<space><shift>e,"[18108.8264,415.8403,329.4312,450.4521,379.3459,859.0913,385.1265,403.7454,697.2532,1215.4072,383.8799,280.0303,699.3398,631.0737,514,5137.1599,1569.5654,464.1008,300.5132,350.9238,835.0566,548.9438,7568.5989,303.2356,363.0664,5271.408,601.6985,520.4011,310.8633,325.7026,228.0347,379.6479,289.7861,577.0518,314.5178,370.9993,275.5623,532.3669,426.6794,677.8469,669.8943,543.5337,410.4551,333.7329,289.9138,299.0515,257.9995,18209.5818,281.3328,1136.5535,266.4805,352.2759]"
<space><shift>f,"[302.1614,227.7212,534.2532,3655.3445,184.2017,243.7297,325.4624,718.3345,418.584,185.8484,276.1482,790.6636,603.7705,342.916,509.051,250.7859,2275.9841,639.51,332.9612,235.4114,519.0876,687.4045,254.3352,222.5149,212.7185,828.0725,359.9187,661.7476,351.0566,203.9875,8204.9241,393.8169,259.2087,19876.5352,235.552,454.5291,186.7595,329.9614,263.8479,240.0813,668.5334,249.3291,525.0759,682.3499,482.6956,327.3911,272.2615,3725.5398,836.3367,144.2095,185.5972,778.8225,131.4167,232.3162,182.6628,253.439,293.3044,304.4275,301.783,377.2478,185.3577,603.1548,313.916,155.8767,358.5242,-266190.0446]"
<space><shift>g,"[231.1145,495.0837,259.0608,238.5603,206.262,176.2705,417.0076,388.0586,275.2258,491.9133,1026.1426,1352.4753,1162.7734,567.53,239.3108,242.8003,475.7234,239.1375,176.7,214.1685,180.603,208.4424,208.2595,204.6804,173.0981,227.4651,379.2363,209.4111,375.3496,957.9695,1761.1631,291.0652,334.4502]"
<space><shift>h,"[351.3269,387.1597,321.9551,330.1938,476.2742,333.9985,574.6189,314.46,210.4517,227.2896,331.4929,420.2625,174.5276,262.1748,411.2463,295.1868,657.3694,367.2917,317.4504,360.5754,78.0083,607.4729,437.7639,250.9092,131.9788,266.3796,204.1443,258.1604,714.0459,263.8013,364.9749]"
<space><shift>i,"[245.6697,405.1411,260.5349,305.9578,396.1282,277.4971,439.9009,19273.5342,1935.3369,869.9546,300.1382,263.2874,1188.3296,308.2236,887.4751,324.9626,289.2429,334.3735,481.6912,626.4954,599.4558,879.3752,348.9307,391.6423,308.0696,320.9922,250.5723,316.9641,356.9961,398.0208,326.918,899.8674,339.2104,251.4749,257.0242,240.8892,921.6606,228.4429,522.5854,208.9299,2759.6204,307.5273,461.623,322.4248,481.3245,359.7124,507.3059,13298.8547,281.6697,341.8538,337.6584,1292.1565,10028.8499,320.6052,312.6189,279.1523,280.0635,298.6423,348.9329,1464.179,1233.1792,326.1462,315.5581,287.4165,250.6216,4721.6125,441.9641,351.7375,2082.4988,350131.6288,197899.2214,386643.4044,41265.7138]"
<space><shift>j,"[424.1577,348.9026,236.1707,466.3604,315.8181,597.9849,220.6482,319.769,235.9436,198.9075,296.4619,387.4604,582.7695,427.6357,543.1494,468.0837,1077.6111,234.5117,234.1992]"
<space><shift>k,"[4278.5464,725.6143,253.886,219.8611,370.8406,674.7224,109.0034,251.9785,286.9338,235.3386,289.6794,1328.3157,364.7356,609.5815,197.5605,48444.437,315.6421,19136.6804,378.9312,312.522,279.0063,280.5249,389.2104,261.4077,400.821,84422.2024,214.2776,453.6587,51794.5083,1423.7239,592.1528,381.3406,746.4287,516.45,642.4529,719.5417,477.4861,411.6782,259.1985,453.543,367.627,2839.0317,244.8718,573.7939,281.2397,234.9646,-95761.7673]"
<space><shift>l,"[263.3086,785.9014,195.1648,331.8494,380.4377,281.3381,367.6086,847.469,296.6382,1194.7651,276.1191,373.0925,588.5056,530.4827,544.0696,529.3765,6513.2905,262.3259,482.3679,314.2681,274.9583,317.2788,52215.3574,577.3911,282.0615,2231.3855,259.8809,422.8552,383.3813,349.2683,155.0374,229.1543,275.3889,281.363,239.0098,536204.7698]"
<space><shift>m,"[375.9111,744.061,230.4746,1547.1582,6110.8682,251.3572,419.8137,239.5234,340.5134,467.2043,279.3442,216.1943,301.3054,3831.7058,533.3074,324.5217,244.9714,197.0112,1883.9543,244.7644,242.6409,1411.9417,236.3662,229.8633,283.856,187.5193,319.0239,1374.3096,399.6472,293.8013,1140.2766,590.2578,3136.832,301.6387,388.7993,1456.4204,260.948,438.6062,-989358.3028]"
<space><shift>n,"[276.9751,241.6802,280.0227,794.7673,307.167,1367.2358,330.4238,507.3635,319.6531,267.2656,595.6912,421.8857,579.9167,7045.1636,1710.7329,245.9204,274.9453,3524.7329,878951.2262]"
<space><shift>o,"[295.0366,280.8164,2543.7585,410.865,365.6765,421.7646,1638.8013,913.9702,439.7922,324.7053,140425.0998]"
<space><shift>p,"[597.6265,237.1753,479.2957,608.8577,413.1553,230.2207,307.8274,837.3586,323.6565,401.4778,279.2727,334.1587,374.021,406.1758,182.8386,252.6545,713.6697,251.9841,1078.9351,301.2671,1564.2,346.6702,425.0566,787.0947,266.2678,284.5581,269.9954,352.3481,311.7935,347.1187,449.4514,372.0466,426.8171,295.6716,510.2908,324.2793,433.0708,279.2119,314.3811,382.7505,264.9709,525.2463,320.5391,858.0605,390.6152,265.7896,454.7693,329.7737,352.6814,1153.2429,1025.3931,216.6626,274.6829,1097.2998,727.7205,245.748,321.9846,288.449,799.085,296.918,326.6416,414.009,289.5164,347.406,513.4041,-120186.423,356629.8627]"
<space><shift>q,"[529.2317,166.8425,748.1118,644.6909,326.2192]"
<space><shift>r,"[215.167,302.2649,437.5742,1355.2998,253.2563,326.9685,628.2075,219.4727,190.1929,307.8262,8066.8582,2874.2549,341.917,299.6562,278.7361,400.2122,804.1848,625.5789,381.5039,217.7634,211.2722]"
<space><shift>s,"[298.7102,403.1509,424.3413,405.9961,352.9771,7723.7031,321.7703,242.3259,226.4009,2198.8291,264.1501,351.5017,248.6782,284.6101,352.5789,212.293,287.9058,332.895,254.6226,252.5325,468.1348,804.491,242.179,320.8677,1390.2141,173286.821,647.937,513.4304,273.5959,534.4578,269.0042,388.6055,287.8115,292.302,578.7075,291.2932,569.0352,382.1184,249.1741,255.4587,263.783,291.8032,207.8062,298.8442,1549.2766,720.7607,324.2063,246.6643,583.9084,293.7144,264.7463,391.6477,371.5825,3366.8916,224.4333,205.5894,208.0513,451.1953,326.1511,379.6045,244.9229,446.1711,253.9956,253.0122,359.1138,207.7747,314.9941,1109.6257,345.1929,268.6243,576.3367,552.3689,286.7273,96.8293,304.7327,235.1833,239.6062,252.5322,323.395,303.9744,535.9675,1783.949,226.8406,240.7712,171.5811,250.8726]"
<space><shift>t,"[271.1953,622.7751,2817.053,249.3191,273.5803,141.4399,154.3484,799.4631,474.3625,384.2419,843.5447,294.8816,253.3496,774.2739,519.6157,264.9749,264.7195,435.4204,251.2488,1078.1042,583.9358,234.8865,191.0413,290.6577,319.1941,268.0706,309.2703,248.6699,260.9312,302.6626,262.1438,418.7029,4720.3706,212.8169,262.5403,277.6753,257.4224,472.0786,1762.6162,283.8174,1756.0027,176.885,403.8931,631.4512]"
<space><shift>u,"[749.365,496.2786,1121.5955,252.0913,319.4495,286.6875,21328.5405,4577.8896,278.6846,3443.6504,191.4856,372.8176,292.2031,1141.8022,798.585,264.9785,352.8101,552.8313,227.6597,294.7075,693.6311,288.8264,331.2874,1182.4358,334.4106,312.5063,697.6995,3785.1462,279.4155,570.0513,361.3835,388.8662,203.2854,396.6143,519.5002,-111353.491]"
<space><shift>v,"[680.2891,245.6343,242.6184,347.9316,289.825,457.6243,254.0583,254.2522,311.7532,337.6453,843.7668,1421.6919,254.2043,580.7175,268.1257,53191.0212,701.6936,313.8037,496.2644,358.8818,996.6445,254.876,1112.5833,365.6084,1062.3994,341.6753,256.332,297.8596,272.1912,369.1738,201.6138,590.6675,460.4539,482.8171,709.3555,274.468,884.3716,1180.2605,328.6843,835.9463,795.176]"
<space><shift>w,"[358.6636,433.2505,289.6755,335.8752,331.6445,729.9736,252.6621,287.9775,326.1455,306.1497,259.3818,749.4333,787.2764,360.1663,177.9075,371.9243,221.4614,341.0894,318.1382,229.7217,787.9258,1009.0151,254.0662,1309.3025,255.7825,340.6045,260.4685,668.0054]"
<space><shift>z,"[1051.4202,362.1741,322.2012,432.8301,332.2905,367.1162,357.5793,424.0642,12927.5449,265.781,264.3613,240.3984,382.3108,313.2886]"
<space><shift>ä,"[1363.9382,1592.9744,294.9082,448.2942,530.7922]"
<space><shift>ü,"[734.6772,276.5444,367.9575,356.9426]"
<space><shift_r><shift_r>,"[318.5916,319.3164,375.6101,981.6223,621.0947,460.9287,367.5461,853.6663,550.0361,483.2739,287.3298,337.5967]"
<space><space><,"[169.7649,187.585,9526.4563,542.0776,146.1409,139.8848,198.2246,177.3521,394.7046,341.4927,953.4038]"
<space><space><backspace>,"[2403.6958,614.6157,510.7654,369.5623,1159.9651,14073.9526,866.6409,630.272]"
<space><space><caps_lock>,"[596.5767,150.6863]"
<space><space><ctrl_l>,"[784.1704,4004.5171,653.5024,365.8567,512.7361,819.979,46979.7947,520.3977,21245.9971,625.3704,781.0095]"
<space><space><enter>,"[383.9104,56749.4553,61156.2998,1102.2561]"
<space><space><esc>,[7823.2717]
<space><space><f1>,[4913753.2378]
<space><space><left>,"[2623.2214,222808.9146]"
<space><space><media_volume_up>,[4475.7791]
<space><space><shift>,"[317.5901,197.0159,334.2629,158.4329,208.1768,86731.7979,144.5569,181.886,122.511,173.042,91.5356,245.6936,189.8691,266.8765,363.0632,1800.1584,323.281,112.2771,321.8289,301.5688,233.6145,296.3879,163.0618,409.2556,244.3257,165.9451,274.9319,346.2178,578.3562,342.3218,242.8926,217.4277,214.9438,523.5872,195.1633,167.9453,3324.1101,2248.9871,151.2976,142.8113,169.0088,252.3506,750.7554,254.6514,222.8748,151.1436,378.2625,848.667,277.1174,2072.4236,302.8181,341.6899,460.4229,228.7271,197.9307,293.7908,192.3474,120.3687,912.7651,545.1973,3706.0762,224.9414,156.7627,19349.6775,1432.8726,152.0396,195.4192,613.9104,143.0745,238.3557,761.4446,596.1172,227.8621,471.8872,160.9507,23510.3984,174.2932,1391.5134,772.8679,151.4192,9097.3965,73.4197,3460.364,163.2637,165.4082,81.6301,315.0144,756.9841,460.5266,366.9932,148.6316,516.0339,732.8428,207.4888,184.0889,165.8374,279.7317,218.7097,914.3135,147.0588,1907.3892,170.9031,100.5757,305.1235,151.6626,217.1797,165.3269,156.2444,152.9897,204.6877,482.323,253.2271,173.2031,616.3098,618.551,140.0198,189.8442,149.895,170.6482,298.0461]"
<space><space><shift_r>,"[462.8879,375.5212,337.6565,483.4971,981.8127,353.2468,549.9995,318.4744,287.54,366.4836,621.0955,853.7983]"
<space><space><space>,"[1155.9319,1069.4067,1093.0342,4603.8679,2146.7134,933.8369]"
<space><space>a,"[182.1199,248.2468,133.6389,189.6228,215.1833,232.3926,171.5549,226.3552,185.1072,251.3616,202.1077,188.1887,223.9177]"
<space><space>b,"[525.6482,189.4202,514.7861,198.3142,267.1182,2295.8792,168.1621,790.1304,172.2026,159.8657,356.4675]"
<space><space>d,"[6266.2822,127.9976,295.9392,257.584,202.9041,185.895,128.9861,2838.4521,290.0369,177.2009,411.4741,416.4419,452.5532,139.3159,139.1099,146.9414,194.8743,143.4287,174.9399,103.6597,190.4236,171.3584,169.5308,514.155,129.3721,187.8455,188.6606,197.6653,138.8396,134.9541]"
<space><space>e,"[112.218,251.7251,85.0156,245.3604,467.0325,202.5439,345.3677,256.905]"
<space><space>f,"[249.2173,200.5737,176.699,148.3118,204.283,148.8447,533.0281,182.5947,237.9871,165.8254,151.4636,19651.6636,152.603,41.0923,12069.4607,355.5852,180.8132,185.0093,179.6499,77.7771,1334.3706,284.9495,160.3809,68.2996,270.405,182.8997,1205.5632,230.0671,130.3401,204.481,172.7815,225.0933,-177842.6926]"
<space><space>g,"[253.4277,127.4353,177.4233,740.7388,187.5061,197.7048,177.5586,852.8167,235.2302]"
<space><space>h,"[645.9634,149.2703,176.0127,246.5032,238.457,159.6982,218.4041,202.719,158.9626,216.0188,464.356,390.2031,1941.0974,231.5376,143.8137,236.7842,173.4365,-146648.6521]"
<space><space>i,"[192.5234,156.0715,172.9375,410.8518,165.3989,169.1812,207.4922,166.4622,200.8164,216.644,220.7175,249.697,299392.2092,166.4241]"
<space><space>j,"[146.0449,173.8716,148.1479,165.7798,212.7817,142.5142,197.2559,115.4937,187.0437,362.2603,173.8152,222.9092,102.2659,157.2505,142.1479,182.792,242.3491,139.53,208.6653,496.1592,131.9475,175.5232,128.9692,238.2112,843.99,124.3865]"
<space><space>k,"[2050.6477,227.1167,805.0867,269.5776]"
<space><space>l,[143.7747]
<space><space>m,"[226.9185,179.9014,194.3503,885.6587,9007.2688,236.6252,97.7217,180.9263,285.374,220.8928,6911.5149,403.0142,942.6318,824.634,838385.7836]"
<space><space>n,"[189.3408,3868.2473,262.4795,266.8767,277.1848,182.729,226.2222,551.4954,417.1345,229.3616,175.3013,496.8308,196.6848,238.7642,715.7546,210.0774,199.4722,159.1753,201.4739,346.2529,285.0032]"
<space><space>o,"[201.377,290.491,173.1367,216.4285,357.9763,1158.9998,160.4299,262.2378,182.6418,224.1702]"
<space><space>r,"[219.9407,243.9771,555.4685]"
<space><space>s,"[132.3896,1753.5974,859.4004,256.719,2548.2832,2004.4673,142.5847,138.6799,295.6946,226.0669,231.5034,177.2693,126.3396,138.3186,323.0972,275.249,110.5991,201.833,109.3755,250.0352,93.7817,388.095,84.3909]"
<space><space>t,"[287.8923,343.6819,191.147,168.6208,121.1506,153.3635,129.0894,3004.5068,185.2056,1040.3071,441.4448,881.1035,271.542,129.3118]"
<space><space>u,"[236.1611,234.9385,163.1978,209.5542,324.0583,242.77,150.6558,196.5815]"
<space><space>v,"[816.4314,2992.1941,103138.5154]"
<space><space>w,"[231.9839,1250.4526,186.3411,162.3218,3198.0544,205.6123,186.4082,285.8862,289.293,223.8323,301.5161,330.2039,155.4524,123.2905,125.1123,324.8574,121.3713,173.9949,204.4819,157.1624]"
<space><space>y,"[346.3484,236.6074,253.2859,317.7358,357.6289]"
<space><space>z,"[267.5942,255.385,225.0161,1961.2815,918.0024,268.5698,277.2542,175.5515,516.8567]"
<space><space>ö,"[136.4614,741.3005,151.1653,1912.3364,158.1401,159.9639,658.6001,264.6213,176.27,558.3989,164.9658,185.6553,166.2048,182.1748,247.365,186.4473,977.0112,169.8391,170.5735,4864.8135,107.887,103.8552,362.1594,289.6953,143.8875,184.7695,27355.0603,141.8855,152.6465,187.761,143.7969,148.1743,134.4353,166.7346,320.7944,102.0088,122.917,183.7922,201.7432,160.0874,368.1682,388.1304,217.8557,126.5776,150.0598,116.6973,-12760.7821]"
<space><tab><enter>,[1711.1064]
<space><tab><tab>,[892.9751]
<space><up><down>,[9974.0483]
<space><up><right>,"[8615.5752,2346.4089,30544.2219]"
<space><up><up>,"[2946.2734,1238.5583]"
<space>a<backspace>,"[522.9875,648.2913,1093.5962,367.5994,1300.0513,1080.0999,543.0771]"
<space>a<enter>,[674.9712]
<space>a<space>,"[312.3467,513.3618,3756.615,225.9912,1389.593,6603.3916]"
<space>ab,"[153.804,725.5803,269.9282,810.8599,153.8293,86.3057,93.584,118.4158,627.3184,755.9692,119.7913,156.7505,385.6465,141.0383,135.6929,97.4536,395.9976,108.884,316.8623,99.4353,261.696,238.8142,120.5688,293.2014,132.0906,181.5051,579.1814,147.6946,169.3948,253.4033,176.0752,93.5962,123.8352,329.8386,250.0132,366.6685,266.1628,2244.7639,440.4514,162.3594,252.9915,-192956.2453,-107209.0325]"
<space>ac,"[224.0234,2145.0798]"
<space>ad,[42.4727]
<space>ah,"[129.4514,149.3315]"
<space>ak,"[395.1313,370.843,398.4229]"
<space>al,"[301.8535,675.1477,329.4331,330.281,366.571,336.5898,320.9771,343.1536,811.0022,277.6401,696.5168,311.2173,318.4321,240.7141,378.9446,482.9453,277.6814,458.927,156.501,233.6172,488.4939,411.4756,261.219,282.4404,228.6987,414.4045,293.8379,1137.332,249.8147,246.2422,350.8918,427.1138,267.9893,210.4321,427.0381,438.0964,304.4958,367.4304,408.4592,374.0215,317.7476,229.1838,245.8313]"
<space>am,"[158.0334,320.3,199.5444,110.1423]"
<space>an,"[303.5005,5136.9397,84.7351,503.6006,2919.2935,132.4961,331.8723,98.3103,1120.3835,281.0034,144.9338,98.6272,137.5356,146.5117,266.4043,335.8726,141.2954,114.7534,435.814,881.8374,140.2124,187.241,88.3286,150.0496,105.1831,138.7502,239.6541,292.4214,277.5884,882.7278,156.0994,-158448.4551,212895.7171,279148.8967]"
<space>ap,"[433.8345,755.9705]"
<space>ar,"[279.9268,243.3896,173.5237,131.9246]"
<space>as,"[189.6423,205.4592]"
<space>at,"[145.1367,952.3818,382.4114,24.7156,495.8447]"
<space>au,"[160.8152,147.3899,161.9932,59.6643,1166.0852,337.8613,586.5894,57.554,171.2593,187.7222,131.0063,102.5862,240.5215,252.7695,117.4055,111.134,232.6064,294.2642,202.1465,225.6572,188.8049,334.4495,184.4219,154.4548,189.4702,578.4707,503.7639,252.3162,5600.5779,33.6047,581.8838,1005.6086,202.8035,63.4778,719.4036,166.5178,304.9041,173.9487,152.3716,297.8069,226.4004,182.2078,197.1472,318.8047,667.1675,104.3733,259.5315,583.2334,206.3823,354.2322,215.1951,471.0273,134.8555,884.5239,200.4033,186.5256,362.5627,266.5283,223.9788,207.229,185.1638,259.762,188.2966,138.1609,133.5967,548.3606,194.4946,248.2058,125.5352,234.5798,236.7544,173.4595,343.6792,185.0312,114.7881,457.4133,10.321,322.3193,59.3601,109.7744,160.8953,453.9622,150.552,179.3835,258.6494,215.0598,870.427,1415.0315,155.2639,34089.6038,1193.4448,89.7893,425.1533,133.6099,198.8418,276.1199,5059.1345,865.6116,285.8044,172.0205,370.9939,161.4268,275.6997,138.6648,315.083,1017.303,407.5696,98.0195,158.8252,88.7454,230.6836,350.3193,625.3499,251.5303,1067.554,1671.9814,343.4875,254.0488,165471.4417,-102217.1754,71244.9903,-667913.4139,-597994.1329,-454922.6243,132545.9265]"
<space>aw,[311.7522]
<space>b<backspace>,"[161.8579,540.8264]"
<space>ba,"[314.8103,292.6321,209.209,559.2539,12673.3193]"
<space>be,"[178.613,311.1311,264.9238,463.158,340.7175,189.7761,311.2332,1490.9783,733.5459,178.7339,165.0811,224.7188,261.4944,289.9905,217.1741,988.5615,4715.592,189.9124,148.4412,1246.6833,214.7639,260.4197,757.4053,2596.9792,2729.3354,150.0383,656.5232,216.4319,132.417,368.4773,593.5249,167.929,187.2876,299.6519,287.49,367.1189,180.4663,138.0208,122.0793,266.7368,262.2322,201.9094,270.2441,199.7749,577.4226,294.7834,243.4727,717.2429,179.6919,1125.032,801.3486,357.6338,213.553,469.0442,5575.918,2999.0266,219.8586,336.7378,576.1702,320.8496,1045.8589,399.1665,416.115,181.9551,851.6804,177.5662,164.5159,260.5195,335.0137,153.0981,443.719,169.6125,203.5376,267.9182,185.6411,313.9504,148.6299,258.3677,305.9783,373.2017,723.1284,1459.2629,320.6646,149.738,190.9336,3628.8457,176.6265,137.938,476.7344,170.49,219.1694,1735.9885,180.6233,192.2722,168.3931,798647.8374,-376701.7995,-216678.5657,-808293.7927,92994.0976,235556.9086,756364.361]"
<space>bi,"[358.0486,476.7229,500.2722,119.8357,186.8,169.4436,1146.9934,226.4043,237.8804,166.9878,397.644,5505.3201,166.6484,187.7607,226.293,155.1902,288.5161,251.7407,377449.3923]"
<space>bl,"[266.3633,360.7322,221.1948,340.2292,753.3201,177.8438]"
<space>bo,"[213.384,754.292]"
<space>br,"[548.7615,432.0586,372.8125,228.2014,265.6775,455.3525]"
<space>bs,"[3346.7256,332.8784]"
<space>bu,"[235.8721,439.3782]"
<space>bz,"[356.3867,525.7207,172.3982,267.2065,515.0986,789.9939,160.1736,168.2576,188.9575,198.4622]"
<space>ca,"[880.1814,754.3816,360.9873,279.1838]"
<space>cd,[338.354]
<space>ch,"[1141.9333,593.6934,243.739,228.7781]"
<space>cl,"[558.4866,257.3037]"
<space>co,"[398.9963,1586.0603,648.3911,473.6294,-447632.4601]"
<space>cu,[216.397]
<space>d<backspace>,"[2851.313,748.762,651.9653,1154.4692,675.0112,599.2422,526.2449]"
<space>d<esc>,[1225.7556]
<space>da,"[147.0925,416.6252,194.6914,214.1338,146.1704,128.916,350.4944,282.429,381.1367,133.4578,257.1272,452.3345,751.8542,187.928,167.0442,164.7664,307.251,134.1333,941.157,141.48,278.6213,141.4214,172.4683,136.3296,128.8982,1099.2979,116.7893,226.6973,75.6174,114.8999,249.4038,1015.0503,630.176,147.3286,282.177,189.5125,174.9045,256.3748,183.6558,171.1536,147.0847,209.4893,205.0645,190.2927,415.5513,295.6267,122.1299,520.4192,161.9268,42.1772,5170.3518,214.5977,334.6089,245.9546,117.6792,276.6987,231.9539,167.2681,398.7969,120.906,183.9875,960.5225,476.4106,16734.8293,197.6448,139.7068,283.2766,561.7859,820.8386,127.8311,81.1367,401.9048,1513.3665,172.4873,139.0735,289.9648,267.1824,318.5137,257.6294,420.6997,104.134,188.9692,129.5261,299.3025,293.7144,393.4158,2831.7219,106.6272,202.9663,323.0215,177.9275,205.0127,139.8086,2838.5078,138.832,211.9009,783.5286,163.0378,140.4614,245.7498,175.8992,265.6531,90.6355,209.6143,131.8052,237.8943,176.6758,161.6335,331.5454,514.365,152.9521,234.0205,169.45,451.3547,411.4492,143.354,212.5176,293.1069,119.7869,317.2021,117.9392,298.0125,355.5229,364704.5172,187392.3035,-308921.4343,-562812.2766,-485343.0162,363791.5349,-381865.2944,178534.1787,155789.383,718689.2506,304876.9898,336925.0226,238473.7707,518905.3509,-417531.0832,-71943.2158,-446010.1973,-868412.8676,-66770.2724,272981.7758]"
<space>dd,[277.8623]
<space>de,"[196.7969,292.05,170.6819,363.5825,148.4512,215.7422,83.9221,447.4829,166.4048,258.623,166.741,157.8391,150.2349,233.4839,203.5669,201.0293,247.1404,271.0911,255.3296,222.8081,9045.2102,109.8364,163.5046,163.0071,143.1401,369.019,155.6279,126.5405,392.7961,83.2344,83.8718,472.2424,193.908,253.7664,90.7363,167.3679,117.0229,130.3538,207.4255,7.968,172.6196,35.8398,239.9202,131.1169,5096.937,137.519,1303.9067,2440.4165,259.0295,91.5608,171.0142,113.0852,136.3232,148.7825,154.2747,777.0449,177.5935,142.1113,164.9807,523.7056,143.9854,192.3584,620.5276,154.0471,107.1194,204.0566,131.9397,109.6812,103.3733,262.0491,700.4001,197.8984,100.7209,870.6387,71.4873,196.7559,279.2891,148.9587,252.6147,158.6094,75.6228,122.6121,205.7041,748.9473,216.2715,167.6316,17.7751,387.6711,151.2747,169.2825,303.5837,732.4412,3356.9807,272.8547,259.6865,203.2937,247.5535,122.8357,755.3242,2812.4573,748.1257,347.7439,292.4512,153.0032,313.8528,145.364,93.6685,105.6331,216.502,4233.8176,246.3706,166.991,1961.2505,143.4014,310.1362,313.6946,112.7307,175.1907,159.7932,251.0024,160.5938,177.7576,201.9294,128.8401,107.1414,1333.6951,383.2781,247.7368,141.5588,262.6145,115.6833,463.2598,128.4519,25.4644,988.2622,139.0784,220.3311,9.7227,150.8918,135.5698,105.2156,155.1133,139.0969,194.0193,198.4692,1083.8909,222.2898,85.8342,267.5557,143.8208,153.8257,1615.1028,201.0627,102.8711,243.4949,93.0923,280.8018,137.6648,230.9634,132.926,218.6633,149.6621,251.7668,75.5552,502.5315,87.259,90.24,446.071,353.7195,110.7607,146.9255,115.2424,110.8765,74.7908,76.2549,82.2148,207.8093,5280.3818,139.0693,224.9214,280.4119,19343.6543,-785226.0083,-137026.131,274025.6948,-759330.385,-338248.0941,483865.1586,486899.8156,-165930.1369,401583.8537,-218821.8874,-176059.2863,373046.6392,-509180.6065,-220406.8869,-223068.8162,-324987.2267,508203.8913,66535.6699,158179.9715,-540930.7656,-464617.7626,-576334.9509,445424.4247,-230472.5374,-59588.3195,-229156.0229,-1080707.5231]"
<space>di,"[486.5173,253.6858,550.8518,34287.3572,101.196,144.7693,134.1282,141.8977,261.1594,142.7256,148.3538,271.469,182.6853,487.4578,110.0061,81.7334,138.041,93.9202,180.0664,137.5083,235.217,161.9778,511.2375,275.374,1905.5713,1094.4077,149.3994,370.7373,84.9177,128.1243,699.6145,180.6221,287.9946,564.0796,137.9072,3684.6428,73.5037,100.241,290.8491,4695.1982,252.0073,100.4185,126.21,260.9844,347.0461,2118.6169,3703.1782,112.887,109.2729,123.6775,171.9453,2447.834,146.3542,407.051,131.4351,174.7876,99.6772,84.9663,83.8489,277.7539,468.6982,502.6995,221.8079,126.491,366.1746,166.2493,143.4148,147.4624,2234.0522,250.407,242.9333,113.5005,169.4749,159.1089,155.5984,288.6069,250.3455,127.5659,108.7637,249.4568,137.948,1536.0525,100.7224,466.5381,260.4729,217.5771,149.4314,215.262,342.5356,119.7319,117.3501,542.9412,4985.1418,322.7783,287.7119,74.5791,211.4902,3640.0129,293.4983,431.7439,324.2883,1920.8687,1045.1235,112.0176,194.4412,65.6243,114.3525,185.4402,235.9221,27338.791,226.4438,88.7043,4090.9683,542.1824,83.3855,158.2622,602.0393,213.781,142.458,240.7346,97.28,377.4827,314.2568,121.6838,1539.98,259.947,656.8455,180.6885,69.2852,146.0293,94.0388,2686.8013,142.9834,382.9617,142.8115,163.6252,159.7498,725.7341,81.9893,154.4663,299.8503,205965.3942,297995.4917,503572.1303,497826.8677,897043.2685,-335655.6273,580715.6653,1043157.3919,804438.013,714967.8821,295456.0278,-507178.8529,-4547.2747]"
<space>do,"[198.1699,117.5171,215.1384,153.6638,213.4602,47.1382,142.7424,99.8503,179.4341,105.731,172.4299,165.158,1175.8279,125.0703,355.7761,263.0488,110.4023,1887.5828,250.2642,132.7197,242.1143,206.6587,299.468,209.1895,142.0188,326.7947]"
<space>dr,"[694.5103,166.6787,378.116,770.1208,215.3049,276.8464,419.2458]"
<space>du,"[269.9209,149.2437,441.519,164.5627,140.5266,182.0444,123.5403,282.4148,353.5027,248.9302,237.4395,167.29,319.7192,183.4856,11477.957,543.769,157.1047,562.7734,1681.0361,194.6733,223702.2758,-376358.3707]"
<space>dz,[191.5615]
<space>dü,"[2191.4949,631.3311]"
<space>e<backspace>,"[727.0359,863.5225,1213.2283,558.0229,869.874,970.126,332.7327]"
<space>e<space>,[2328.0593]
<space>eb,"[570.0957,2550.0171,285.0576,112.7285,129.356,1679.7617]"
<space>ed,[141.8909]
<space>ee,[205.8926]
<space>ef,[686.7737]
<space>eh,"[165.4241,359.1079]"
